Harga,Kategori,Lokasi,Rating,Skala,Tema,Angka tersewa,Nama event organizer
2400000,Festival,Bandung,4.8,Besar (300+ orang),Culture,13,Event Organizer M
800000,Festival,Semarang,4.5,Kecil (10-50 orang),Food,19,Event Organizer A
1800000,Party,Balikpapan,1.9,Besar (300+ orang),Celebration,80,Event Organizer C
500000,Corporate Gathering,Surabaya,2.4,Kecil (10-50 orang),Innovation,74,Event Organizer AM
2400000,Festival,Medan,4.9,Besar (300+ orang),Food,22,Event Organizer AM
2400000,Wedding,Denpasar,3.3,Sedang (51-300 orang),Modern,30,Event Organizer O
1500000,Corporate Gathering,Semarang,1.6,Besar (300+ orang),Leadership,46,Event Organizer AM
600000,Charity,Medan,4.6,Besar (300+ orang),Volunteering,8,Event Organizer F
700000,Competition,Palembang,2.4,Sedang (51-300 orang),Excellence,40,Event Organizer AH
2400000,Wedding,Palembang,3.2,Sedang (51-300 orang),Traditional,20,Event Organizer AI
1500000,Corporate Gathering,Balikpapan,1.6,Besar (300+ orang),Team Building,90,Event Organizer T
700000,Competition,Denpasar,3.0,Sedang (51-300 orang),Performance,80,Event Organizer X
2400000,Wedding,Makassar,1.2,Sedang (51-300 orang),Elegant,53,Event Organizer A
1000000,Corporate Gathering,Balikpapan,3.0,Sedang (51-300 orang),Strategy,10,Event Organizer H
1600000,Festival,Makassar,2.5,Sedang (51-300 orang),Food,20,Event Organizer R
1500000,Corporate Gathering,Yogyakarta,4.2,Besar (300+ orang),Innovation,43,Event Organizer AJ
1600000,Festival,Jakarta,1.2,Sedang (51-300 orang),Music,24,Event Organizer AF
1800000,Party,Palembang,1.4,Besar (300+ orang),Celebration,74,Event Organizer J
1000000,Corporate Gathering,Jakarta,3.5,Sedang (51-300 orang),Innovation,32,Event Organizer AN
800000,Festival,Yogyakarta,3.2,Kecil (10-50 orang),Arts,17,Event Organizer AL
400000,Team Building,Medan,3.7,Kecil (10-50 orang),Engagement,8,Event Organizer X
900000,Sport Event,Makassar,2.8,Besar (300+ orang),Sportsmanship,89,Event Organizer AC
800000,Team Building,Denpasar,4.1,Sedang (51-300 orang),Collaboration,68,Event Organizer C
400000,Team Building,Balikpapan,3.9,Kecil (10-50 orang),Trust,16,Event Organizer AK
1200000,Wedding,Jakarta,3.4,Kecil (10-50 orang),Cultural,20,Event Organizer Q
1500000,Corporate Gathering,Bandung,3.7,Besar (300+ orang),Team Building,30,Event Organizer O
750000,Seminar/Webinar,Makassar,4.2,Besar (300+ orang),Innovation,99,Event Organizer A
1500000,Corporate Gathering,Denpasar,3.3,Besar (300+ orang),Collaboration,24,Event Organizer A
600000,Charity,Medan,4.6,Besar (300+ orang),Community,72,Event Organizer K
600000,Sport Event,Palembang,1.7,Sedang (51-300 orang),Teamwork,74,Event Organizer AG
750000,Seminar/Webinar,Palembang,2.7,Besar (300+ orang),Skill Development,45,Event Organizer AA
1500000,Corporate Gathering,Bandung,1.4,Besar (300+ orang),Collaboration,30,Event Organizer U
800000,Festival,Balikpapan,4.6,Kecil (10-50 orang),Tradition,8,Event Organizer AL
250000,Seminar/Webinar,Balikpapan,4.2,Kecil (10-50 orang),Skill Development,7,Event Organizer D
1050000,Competition,Balikpapan,4.0,Besar (300+ orang),Sportsmanship,85,Event Organizer AL
750000,Seminar/Webinar,Bandung,1.4,Besar (300+ orang),Growth,23,Event Organizer W
700000,Competition,Yogyakarta,3.9,Sedang (51-300 orang),Talent,91,Event Organizer AE
800000,Festival,Palembang,4.0,Kecil (10-50 orang),Culture,26,Event Organizer L
1500000,Corporate Gathering,Balikpapan,3.5,Besar (300+ orang),Networking,25,Event Organizer AC
1200000,Wedding,Semarang,4.7,Kecil (10-50 orang),Intimate,54,Event Organizer P
600000,Party,Bandung,1.8,Kecil (10-50 orang),Fun,4,Event Organizer L
1050000,Competition,Makassar,2.8,Besar (300+ orang),Excellence,87,Event Organizer M
350000,Competition,Semarang,3.8,Kecil (10-50 orang),Sportsmanship,12,Event Organizer AH
1800000,Party,Palembang,3.8,Besar (300+ orang),Fun,36,Event Organizer W
250000,Seminar/Webinar,Surabaya,5.0,Kecil (10-50 orang),Skill Development,42,Event Organizer X
1200000,Party,Bandung,4.5,Sedang (51-300 orang),Music,98,Event Organizer C
1600000,Festival,Bandung,2.7,Sedang (51-300 orang),Tradition,86,Event Organizer P
600000,Sport Event,Bandung,4.4,Sedang (51-300 orang),Competition,19,Event Organizer AB
750000,Seminar/Webinar,Bandung,4.1,Besar (300+ orang),Educational,57,Event Organizer AE
400000,Team Building,Balikpapan,1.0,Kecil (10-50 orang),Collaboration,26,Event Organizer N
750000,Seminar/Webinar,Bandung,3.3,Besar (300+ orang),Skill Development,66,Event Organizer Y
500000,Seminar/Webinar,Makassar,2.1,Sedang (51-300 orang),Motivational,25,Event Organizer I
600000,Charity,Denpasar,3.2,Besar (300+ orang),Helping,13,Event Organizer AF
500000,Seminar/Webinar,Yogyakarta,3.6,Sedang (51-300 orang),Educational,64,Event Organizer D
350000,Competition,Balikpapan,3.9,Kecil (10-50 orang),Excellence,24,Event Organizer AG
1500000,Corporate Gathering,Semarang,3.2,Besar (300+ orang),Professionalism,51,Event Organizer W
350000,Competition,Semarang,3.4,Kecil (10-50 orang),Sportsmanship,30,Event Organizer AL
750000,Seminar/Webinar,Palembang,1.0,Besar (300+ orang),Growth,97,Event Organizer S
3600000,Wedding,Denpasar,4.3,Besar (300+ orang),Traditional,27,Event Organizer AD
600000,Sport Event,Bandung,3.9,Sedang (51-300 orang),Sportsmanship,7,Event Organizer E
600000,Party,Makassar,2.8,Kecil (10-50 orang),Dance,29,Event Organizer D
350000,Competition,Jakarta,4.7,Kecil (10-50 orang),Sportsmanship,59,Event Organizer C
1200000,Team Building,Surabaya,1.8,Besar (300+ orang),Teamwork,21,Event Organizer N
400000,Team Building,Semarang,3.5,Kecil (10-50 orang),Engagement,52,Event Organizer AN
500000,Seminar/Webinar,Medan,4.4,Sedang (51-300 orang),Motivational,42,Event Organizer AI
750000,Seminar/Webinar,Jakarta,2.3,Besar (300+ orang),Skill Development,99,Event Organizer K
500000,Corporate Gathering,Jakarta,2.9,Kecil (10-50 orang),Collaboration,14,Event Organizer M
1050000,Competition,Palembang,2.6,Besar (300+ orang),Performance,78,Event Organizer H
3600000,Wedding,Semarang,1.2,Besar (300+ orang),Intimate,59,Event Organizer N
900000,Sport Event,Jakarta,3.8,Besar (300+ orang),Adventure,38,Event Organizer AA
1000000,Corporate Gathering,Medan,4.6,Sedang (51-300 orang),Professionalism,52,Event Organizer D
1200000,Wedding,Surabaya,1.1,Kecil (10-50 orang),Cultural,7,Event Organizer AN
1050000,Competition,Bandung,3.2,Besar (300+ orang),Challenge,68,Event Organizer K
600000,Party,Jakarta,4.4,Kecil (10-50 orang),Celebration,19,Event Organizer O
900000,Sport Event,Jakarta,3.0,Besar (300+ orang),Health,76,Event Organizer P
1050000,Competition,Bandung,2.9,Besar (300+ orang),Sportsmanship,21,Event Organizer N
800000,Festival,Surabaya,1.7,Kecil (10-50 orang),Food,12,Event Organizer F
800000,Festival,Bandung,2.8,Kecil (10-50 orang),Celebration,34,Event Organizer X
800000,Festival,Yogyakarta,3.3,Kecil (10-50 orang),Culture,55,Event Organizer E
750000,Seminar/Webinar,Palembang,1.7,Besar (300+ orang),Educational,100,Event Organizer AI
600000,Sport Event,Jakarta,3.2,Sedang (51-300 orang),Competition,62,Event Organizer AA
2400000,Festival,Bandung,2.4,Besar (300+ orang),Food,65,Event Organizer AG
1200000,Wedding,Balikpapan,2.1,Kecil (10-50 orang),Intimate,38,Event Organizer AF
400000,Charity,Palembang,3.6,Sedang (51-300 orang),Support,15,Event Organizer D
500000,Corporate Gathering,Denpasar,3.5,Kecil (10-50 orang),Innovation,83,Event Organizer Y
500000,Seminar/Webinar,Balikpapan,1.4,Sedang (51-300 orang),Professional,72,Event Organizer AK
1800000,Party,Semarang,1.9,Besar (300+ orang),Social,33,Event Organizer AA
750000,Seminar/Webinar,Denpasar,1.7,Besar (300+ orang),Educational,93,Event Organizer G
600000,Party,Makassar,4.0,Kecil (10-50 orang),Social,45,Event Organizer R
1000000,Corporate Gathering,Semarang,4.9,Sedang (51-300 orang),Team Building,67,Event Organizer AI
1800000,Party,Palembang,4.4,Besar (300+ orang),Dance,44,Event Organizer AK
1000000,Corporate Gathering,Bandung,4.1,Sedang (51-300 orang),Professionalism,32,Event Organizer AF
1600000,Festival,Medan,1.2,Sedang (51-300 orang),Celebration,8,Event Organizer A
1050000,Competition,Medan,2.2,Besar (300+ orang),Achievement,95,Event Organizer P
250000,Seminar/Webinar,Bandung,3.5,Kecil (10-50 orang),Professional,100,Event Organizer C
1200000,Team Building,Medan,2.7,Besar (300+ orang),Teamwork,34,Event Organizer N
400000,Team Building,Semarang,4.0,Kecil (10-50 orang),Trust,24,Event Organizer L
1600000,Festival,Yogyakarta,3.5,Sedang (51-300 orang),Celebration,79,Event Organizer S
250000,Seminar/Webinar,Medan,4.7,Kecil (10-50 orang),Innovation,80,Event Organizer S
800000,Festival,Yogyakarta,4.6,Kecil (10-50 orang),Food,5,Event Organizer J
400000,Team Building,Semarang,1.2,Kecil (10-50 orang),Engagement,92,Event Organizer AC
800000,Team Building,Surabaya,4.7,Sedang (51-300 orang),Trust,46,Event Organizer L
1500000,Corporate Gathering,Denpasar,2.5,Besar (300+ orang),Networking,67,Event Organizer T
1200000,Team Building,Balikpapan,2.9,Besar (300+ orang),Collaboration,60,Event Organizer AA
500000,Corporate Gathering,Jakarta,4.9,Kecil (10-50 orang),Networking,3,Event Organizer B
1600000,Festival,Surabaya,4.7,Sedang (51-300 orang),Music,91,Event Organizer D
1600000,Festival,Surabaya,3.2,Sedang (51-300 orang),Culture,25,Event Organizer AK
1600000,Festival,Palembang,1.9,Sedang (51-300 orang),Culture,73,Event Organizer G
250000,Seminar/Webinar,Palembang,4.2,Kecil (10-50 orang),Skill Development,85,Event Organizer AF
900000,Sport Event,Makassar,1.3,Besar (300+ orang),Endurance,41,Event Organizer AK
500000,Seminar/Webinar,Semarang,4.9,Sedang (51-300 orang),Professional,91,Event Organizer H
1000000,Corporate Gathering,Medan,4.3,Sedang (51-300 orang),Collaboration,22,Event Organizer E
350000,Competition,Palembang,2.8,Kecil (10-50 orang),Victory,97,Event Organizer AM
800000,Team Building,Denpasar,2.2,Sedang (51-300 orang),Problem Solving,61,Event Organizer D
400000,Team Building,Makassar,3.4,Kecil (10-50 orang),Collaboration,32,Event Organizer H
1050000,Competition,Palembang,3.1,Besar (300+ orang),Achievement,40,Event Organizer A
300000,Sport Event,Palembang,4.5,Kecil (10-50 orang),Health,82,Event Organizer Y
3600000,Wedding,Medan,3.9,Besar (300+ orang),Romantic,28,Event Organizer AN
350000,Competition,Makassar,3.0,Kecil (10-50 orang),Challenge,17,Event Organizer AI
3600000,Wedding,Jakarta,4.7,Besar (300+ orang),Intimate,13,Event Organizer Z
500000,Corporate Gathering,Makassar,4.7,Kecil (10-50 orang),Innovation,20,Event Organizer H
1200000,Party,Yogyakarta,1.2,Sedang (51-300 orang),Music,60,Event Organizer E
800000,Team Building,Makassar,4.0,Sedang (51-300 orang),Strategy,91,Event Organizer AF
500000,Seminar/Webinar,Denpasar,4.6,Sedang (51-300 orang),Skill Development,23,Event Organizer T
200000,Charity,Yogyakarta,2.0,Kecil (10-50 orang),Giving,50,Event Organizer E
1000000,Corporate Gathering,Bandung,2.0,Sedang (51-300 orang),Strategy,29,Event Organizer L
250000,Seminar/Webinar,Makassar,1.4,Kecil (10-50 orang),Innovation,70,Event Organizer E
1800000,Party,Semarang,1.3,Besar (300+ orang),Music,15,Event Organizer AD
1200000,Party,Semarang,2.9,Sedang (51-300 orang),Dance,50,Event Organizer G
700000,Competition,Jakarta,1.3,Sedang (51-300 orang),Performance,64,Event Organizer AB
300000,Sport Event,Semarang,3.7,Kecil (10-50 orang),Competition,43,Event Organizer C
900000,Sport Event,Jakarta,2.8,Besar (300+ orang),Adventure,68,Event Organizer L
1200000,Party,Semarang,1.3,Sedang (51-300 orang),Entertainment,79,Event Organizer N
700000,Competition,Makassar,4.1,Sedang (51-300 orang),Victory,51,Event Organizer B
600000,Charity,Palembang,1.4,Besar (300+ orang),Helping,52,Event Organizer AI
800000,Team Building,Surabaya,3.0,Sedang (51-300 orang),Strategy,44,Event Organizer AJ
500000,Corporate Gathering,Balikpapan,3.8,Kecil (10-50 orang),Collaboration,64,Event Organizer B
1200000,Wedding,Palembang,1.4,Kecil (10-50 orang),Cultural,93,Event Organizer K
700000,Competition,Medan,2.2,Sedang (51-300 orang),Sportsmanship,24,Event Organizer AH
2400000,Festival,Balikpapan,3.2,Besar (300+ orang),Music,78,Event Organizer K
1200000,Wedding,Surabaya,1.2,Kecil (10-50 orang),Classic,18,Event Organizer AH
1800000,Party,Palembang,4.7,Besar (300+ orang),Music,72,Event Organizer P
800000,Team Building,Semarang,3.4,Sedang (51-300 orang),Strategy,6,Event Organizer V
600000,Sport Event,Yogyakarta,1.6,Sedang (51-300 orang),Adventure,32,Event Organizer AL
900000,Sport Event,Semarang,4.4,Besar (300+ orang),Health,21,Event Organizer U
2400000,Festival,Surabaya,2.9,Besar (300+ orang),Food,75,Event Organizer AH
600000,Charity,Balikpapan,4.7,Besar (300+ orang),Volunteering,62,Event Organizer O
1200000,Team Building,Bandung,4.9,Besar (300+ orang),Strategy,59,Event Organizer I
350000,Competition,Jakarta,3.8,Kecil (10-50 orang),Challenge,95,Event Organizer D
900000,Sport Event,Jakarta,3.4,Besar (300+ orang),Adventure,60,Event Organizer B
1200000,Party,Denpasar,2.1,Sedang (51-300 orang),Dance,62,Event Organizer H
1000000,Corporate Gathering,Semarang,4.4,Sedang (51-300 orang),Team Building,31,Event Organizer AH
400000,Team Building,Denpasar,1.8,Kecil (10-50 orang),Collaboration,45,Event Organizer R
400000,Team Building,Medan,2.4,Kecil (10-50 orang),Teamwork,98,Event Organizer G
1500000,Corporate Gathering,Surabaya,2.2,Besar (300+ orang),Collaboration,82,Event Organizer E
600000,Sport Event,Balikpapan,4.5,Sedang (51-300 orang),Endurance,28,Event Organizer X
1000000,Corporate Gathering,Makassar,2.3,Sedang (51-300 orang),Leadership,43,Event Organizer AH
900000,Sport Event,Bandung,1.5,Besar (300+ orang),Sportsmanship,4,Event Organizer P
2400000,Festival,Semarang,5.0,Besar (300+ orang),Tradition,24,Event Organizer G
1050000,Competition,Palembang,1.0,Besar (300+ orang),Achievement,26,Event Organizer E
800000,Festival,Medan,1.8,Kecil (10-50 orang),Celebration,93,Event Organizer U
1600000,Festival,Medan,2.6,Sedang (51-300 orang),Food,7,Event Organizer AD
2400000,Festival,Bandung,2.8,Besar (300+ orang),Culture,50,Event Organizer Y
1600000,Festival,Medan,2.0,Sedang (51-300 orang),Arts,52,Event Organizer A
1200000,Party,Makassar,2.3,Sedang (51-300 orang),Dance,51,Event Organizer AM
1200000,Party,Denpasar,1.2,Sedang (51-300 orang),Dance,30,Event Organizer F
3600000,Wedding,Yogyakarta,2.8,Besar (300+ orang),Modern,21,Event Organizer AI
3600000,Wedding,Semarang,4.4,Besar (300+ orang),Romantic,25,Event Organizer AK
600000,Party,Denpasar,3.5,Kecil (10-50 orang),Entertainment,100,Event Organizer Q
400000,Charity,Bandung,4.6,Sedang (51-300 orang),Helping,50,Event Organizer C
600000,Charity,Jakarta,4.8,Besar (300+ orang),Giving,61,Event Organizer N
700000,Competition,Denpasar,2.9,Sedang (51-300 orang),Achievement,33,Event Organizer Q
800000,Team Building,Semarang,3.0,Sedang (51-300 orang),Engagement,72,Event Organizer O
1600000,Festival,Balikpapan,2.8,Sedang (51-300 orang),Tradition,98,Event Organizer Y
300000,Sport Event,Surabaya,4.4,Kecil (10-50 orang),Fitness,14,Event Organizer C
600000,Party,Jakarta,3.7,Kecil (10-50 orang),Themed,6,Event Organizer AG
1200000,Wedding,Surabaya,4.2,Kecil (10-50 orang),Elegant,9,Event Organizer AK
800000,Team Building,Jakarta,4.8,Sedang (51-300 orang),Strategy,2,Event Organizer D
200000,Charity,Yogyakarta,2.3,Kecil (10-50 orang),Helping,23,Event Organizer Z
300000,Sport Event,Balikpapan,4.9,Kecil (10-50 orang),Teamwork,65,Event Organizer B
800000,Festival,Makassar,2.9,Kecil (10-50 orang),Culture,35,Event Organizer AH
600000,Sport Event,Denpasar,3.3,Sedang (51-300 orang),Competition,26,Event Organizer L
250000,Seminar/Webinar,Balikpapan,2.2,Kecil (10-50 orang),Learning,39,Event Organizer M
200000,Charity,Jakarta,2.1,Kecil (10-50 orang),Awareness,28,Event Organizer P
200000,Charity,Makassar,2.3,Kecil (10-50 orang),Helping,78,Event Organizer AE
1000000,Corporate Gathering,Bandung,2.9,Sedang (51-300 orang),Innovation,94,Event Organizer D
600000,Sport Event,Makassar,3.8,Sedang (51-300 orang),Fitness,71,Event Organizer I
600000,Sport Event,Bandung,1.9,Sedang (51-300 orang),Teamwork,79,Event Organizer X
500000,Corporate Gathering,Denpasar,2.1,Kecil (10-50 orang),Team Building,31,Event Organizer AI
800000,Team Building,Jakarta,2.6,Sedang (51-300 orang),Teamwork,4,Event Organizer A
750000,Seminar/Webinar,Semarang,2.2,Besar (300+ orang),Educational,93,Event Organizer AC
500000,Seminar/Webinar,Jakarta,1.7,Sedang (51-300 orang),Motivational,31,Event Organizer E
1200000,Team Building,Medan,2.6,Besar (300+ orang),Trust,75,Event Organizer T
400000,Charity,Medan,4.2,Sedang (51-300 orang),Awareness,79,Event Organizer N
350000,Competition,Bandung,4.0,Kecil (10-50 orang),Excellence,2,Event Organizer B
1000000,Corporate Gathering,Palembang,4.3,Sedang (51-300 orang),Networking,24,Event Organizer W
600000,Charity,Yogyakarta,1.7,Besar (300+ orang),Support,10,Event Organizer AD
500000,Corporate Gathering,Makassar,4.1,Kecil (10-50 orang),Leadership,52,Event Organizer J
250000,Seminar/Webinar,Balikpapan,1.9,Kecil (10-50 orang),Motivational,25,Event Organizer AH
200000,Charity,Denpasar,2.8,Kecil (10-50 orang),Volunteering,88,Event Organizer AD
800000,Team Building,Jakarta,4.9,Sedang (51-300 orang),Strategy,26,Event Organizer AF
200000,Charity,Jakarta,2.6,Kecil (10-50 orang),Community,62,Event Organizer AG
350000,Competition,Surabaya,4.1,Kecil (10-50 orang),Challenge,2,Event Organizer J
1800000,Party,Surabaya,3.0,Besar (300+ orang),Themed,51,Event Organizer H
200000,Charity,Bandung,2.4,Kecil (10-50 orang),Awareness,88,Event Organizer AB
2400000,Wedding,Denpasar,4.1,Sedang (51-300 orang),Classic,32,Event Organizer Y
350000,Competition,Jakarta,4.0,Kecil (10-50 orang),Excellence,48,Event Organizer Z
500000,Seminar/Webinar,Denpasar,2.8,Sedang (51-300 orang),Skill Development,23,Event Organizer I
700000,Competition,Medan,4.9,Sedang (51-300 orang),Achievement,99,Event Organizer X
400000,Charity,Jakarta,2.5,Sedang (51-300 orang),Fundraising,43,Event Organizer D
2400000,Festival,Balikpapan,4.7,Besar (300+ orang),Culture,72,Event Organizer AL
2400000,Wedding,Palembang,1.7,Sedang (51-300 orang),Modern,48,Event Organizer B
400000,Team Building,Balikpapan,2.4,Kecil (10-50 orang),Teamwork,90,Event Organizer AE
1800000,Party,Palembang,1.8,Besar (300+ orang),Themed,84,Event Organizer B
350000,Competition,Makassar,2.2,Kecil (10-50 orang),Sportsmanship,11,Event Organizer AJ
1600000,Festival,Bandung,3.6,Sedang (51-300 orang),Celebration,89,Event Organizer A
600000,Charity,Surabaya,2.0,Besar (300+ orang),Volunteering,64,Event Organizer V
800000,Festival,Bandung,1.1,Kecil (10-50 orang),Celebration,39,Event Organizer R
500000,Corporate Gathering,Medan,2.8,Kecil (10-50 orang),Collaboration,43,Event Organizer D
400000,Charity,Bandung,2.9,Sedang (51-300 orang),Awareness,73,Event Organizer AL
2400000,Festival,Denpasar,4.0,Besar (300+ orang),Tradition,74,Event Organizer AE
3600000,Wedding,Denpasar,1.4,Besar (300+ orang),Classic,33,Event Organizer K
1200000,Team Building,Balikpapan,1.7,Besar (300+ orang),Problem Solving,89,Event Organizer T
700000,Competition,Surabaya,4.6,Sedang (51-300 orang),Talent,22,Event Organizer AJ
400000,Charity,Surabaya,4.7,Sedang (51-300 orang),Helping,20,Event Organizer S
1500000,Corporate Gathering,Bandung,3.8,Besar (300+ orang),Networking,84,Event Organizer T
300000,Sport Event,Semarang,2.6,Kecil (10-50 orang),Adventure,82,Event Organizer D
1500000,Corporate Gathering,Jakarta,1.5,Besar (300+ orang),Innovation,38,Event Organizer P
